TransactionNo,Items,DateTime,DayType,Location,Date,Year,Month,Day,Hour,Month_Number,Day_Number
8017,Drinks,2017-12-03 12:33:04,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8018,Chocolate Iced Glazed,2017-12-03 12:34:03,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8018,Original Glazed,2017-12-03 12:34:03,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8019,Original Glazed,2017-12-03 12:35:15,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8020,Original Glazed,2017-12-03 12:48:22,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8021,Original Glazed,2017-12-03 12:49:05,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8022,Original Glazed,2017-12-03 13:03:09,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8022,Chocolate Iced Glazed,2017-12-03 13:03:09,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8022,Glazed Chocolate Cake,2017-12-03 13:03:09,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8023,Original Glazed,2017-12-03 13:12:47,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8024,Original Glazed,2017-12-03 13:16:18,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8025,Drinks,2017-12-03 13:18:27,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8025,Glazed Chocolate Cake,2017-12-03 13:18:27,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8026,Original Glazed,2017-12-03 13:25:01,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8026,Glazed Chocolate Cake,2017-12-03 13:25:01,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8026,Chocolate Iced Glazed,2017-12-03 13:25:01,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8026,Chocolate Iced Glazed,2017-12-03 13:25:01,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8027,Original Glazed,2017-12-03 13:44:57,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8028,Drinks,2017-12-03 13:49:15,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8028,Original Glazed,2017-12-03 13:49:15,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8029,Drinks,2017-12-03 13:51:47,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8030,Original Glazed,2017-12-03 13:54:10,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8030,Glazed Chocolate Cake,2017-12-03 13:54:10,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8031,Glazed Chocolate Cake,2017-12-03 13:55:17,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8031,Glazed Chocolate Cake,2017-12-03 13:55:17,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8032,Original Glazed,2017-12-03 13:56:32,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8032,Drinks,2017-12-03 13:56:32,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8032,Chocolate Iced Glazed,2017-12-03 13:56:32,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8032,Glazed Chocolate Cake,2017-12-03 13:56:32,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8032,Drinks,2017-12-03 13:56:32,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8033,Drinks,2017-12-03 13:58:29,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8033,Chocolate Iced Glazed,2017-12-03 13:58:29,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8033,Original Glazed,2017-12-03 13:58:29,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8033,Glazed Chocolate Cake,2017-12-03 13:58:29,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8034,Drinks,2017-12-03 13:59:59,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8035,Original Glazed,2017-12-03 14:08:26,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8035,Chocolate Iced Glazed,2017-12-03 14:08:26,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8035,Glazed Chocolate Cake,2017-12-03 14:08:26,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8035,Glazed Chocolate Cake,2017-12-03 14:08:26,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8035,Glazed Chocolate Cake,2017-12-03 14:08:26,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8036,Original Glazed,2017-12-03 14:14:33,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8037,Drinks,2017-12-03 14:17:11,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8037,Original Glazed,2017-12-03 14:17:11,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8037,Chocolate Iced Glazed,2017-12-03 14:17:11,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8038,Glazed Chocolate Cake,2017-12-03 14:18:30,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8038,Original Glazed,2017-12-03 14:18:30,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8038,Chocolate Iced Glazed,2017-12-03 14:18:30,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8039,Original Glazed,2017-12-03 14:28:36,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8040,Original Glazed,2017-12-03 14:30:12,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8041,Original Glazed,2017-12-03 14:32:26,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8041,Glazed Chocolate Cake,2017-12-03 14:32:26,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8041,Drinks,2017-12-03 14:32:26,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8041,Original Glazed,2017-12-03 14:32:26,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8042,Drinks,2017-12-03 14:33:44,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8043,Glazed Chocolate Cake,2017-12-03 14:43:23,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8043,Glazed Chocolate Cake,2017-12-03 14:43:23,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8043,Chocolate Iced Glazed,2017-12-03 14:43:23,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8044,Glazed Chocolate Cake,2017-12-03 14:46:46,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8044,Original Glazed,2017-12-03 14:46:46,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8044,Chocolate Iced Glazed,2017-12-03 14:46:46,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8044,Glazed Chocolate Cake,2017-12-03 14:46:46,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8045,Glazed Chocolate Cake,2017-12-03 15:00:54,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8046,Drinks,2017-12-03 15:01:14,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8047,Drinks,2017-12-03 15:10:41,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8047,Chocolate Iced Glazed,2017-12-03 15:10:41,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8048,Glazed Chocolate Cake,2017-12-03 15:14:32,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8048,Chocolate Iced Glazed,2017-12-03 15:14:32,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8048,Glazed Chocolate Cake,2017-12-03 15:14:32,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8048,Glazed Chocolate Cake,2017-12-03 15:14:32,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8048,Original Glazed,2017-12-03 15:14:32,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8049,Chocolate Iced Glazed,2017-12-03 15:15:28,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8050,Original Glazed,2017-12-03 15:16:19,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8050,Chocolate Iced Glazed,2017-12-03 15:16:19,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8051,Chocolate Iced Glazed,2017-12-03 15:22:12,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8051,Chocolate Iced Glazed,2017-12-03 15:22:12,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8051,Glazed Chocolate Cake,2017-12-03 15:22:12,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8051,Original Glazed,2017-12-03 15:22:12,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8051,Glazed Chocolate Cake,2017-12-03 15:22:12,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8051,Glazed Chocolate Cake,2017-12-03 15:22:12,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8052,Original Glazed,2017-12-03 15:25:32,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8052,Chocolate Iced Glazed,2017-12-03 15:25:32,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8053,Original Glazed,2017-12-03 15:38:22,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8053,Chocolate Iced Glazed,2017-12-03 15:38:22,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8054,Original Glazed,2017-12-03 15:45:06,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8054,Original Glazed,2017-12-03 15:45:06,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8054,Glazed Chocolate Cake,2017-12-03 15:45:06,Weekend,Vivo,2017-12-03,2017,December,Sunday,Afternoon,12,6
8054,Glazed Chocolate Cake,2017-12-03 15:45:06,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8055,Original Glazed,2017-12-03 15:45:55,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8055,Chocolate Iced Glazed,2017-12-03 15:45:55,Weekend,Jurong,2017-12-03,2017,December,Sunday,Afternoon,12,6
8056,Original Glazed,2017-12-03 16:28:00,Weekend,Vivo,2017-12-03,2017,December,Sunday,Evening,12,6
8056,Drinks,2017-12-03 16:28:00,Weekend,Jurong,2017-12-03,2017,December,Sunday,Evening,12,6
8056,Glazed Chocolate Cake,2017-12-03 16:28:00,Weekend,Jurong,2017-12-03,2017,December,Sunday,Evening,12,6
8056,Drinks,2017-12-03 16:28:00,Weekend,Jurong,2017-12-03,2017,December,Sunday,Evening,12,6
8057,Glazed Chocolate Cake,2017-03-13 08:21:24,Weekday,Jurong,2017-03-13,2017,March,Monday,Morning,3,0
8057,Original Glazed,2017-03-13 08:21:24,Weekday,Jurong,2017-03-13,2017,March,Monday,Morning,3,0
8058,Original Glazed,2017-03-13 08:36:43,Weekday,Jurong,2017-03-13,2017,March,Monday,Morning,3,0
8058,Glazed Chocolate Cake,2017-03-13 08:36:43,Weekday,Vivo,2017-03-13,2017,March,Monday,Morning,3,0
8059,Original Glazed,2017-03-13 09:13:42,Weekday,Jurong,2017-03-13,2017,March,Monday,Morning,3,0
8060,Chocolate Iced Glazed,2017-03-13 09:16:55,Weekday,Vivo,2017-03-13,2017,March,Monday,Morning,3,0
8061,Glazed Chocolate Cake,2017-03-13 09:31:19,Weekday,Vivo,2017-03-13,2017,March,Monday,Morning,3,0
8061,Original Glazed,2017-03-13 09:31:19,Weekday,Jurong,2017-03-13,2017,March,Monday,Morning,3,0
8061,Chocolate Iced Glazed,2017-03-13 09:31:19,Weekday,Vivo,2017-03-13,2017,March,Monday,Morning,3,0
8062,Original Glazed,2017-03-13 10:07:25,Weekday,Jurong,2017-03-13,2017,March,Monday,Morning,3,0
8063,Glazed Chocolate Cake,2017-03-13 10:15:06,Weekday,Vivo,2017-03-13,2017,March,Monday,Morning,3,0
8064,Glazed Chocolate Cake,2017-03-13 10:21:50,Weekday,Jurong,2017-03-13,2017,March,Monday,Morning,3,0
8064,Original Glazed,2017-03-13 10:21:50,Weekday,Vivo,2017-03-13,2017,March,Monday,Morning,3,0
8064,Glazed Chocolate Cake,2017-03-13 10:21:50,Weekday,Jurong,2017-03-13,2017,March,Monday,Morning,3,0
8065,Drinks,2017-03-13 10:31:52,Weekday,Vivo,2017-03-13,2017,March,Monday,Morning,3,0
8066,Original Glazed,2017-03-13 10:35:26,Weekday,Jurong,2017-03-13,2017,March,Monday,Morning,3,0
8067,Original Glazed,2017-03-13 10:56:12,Weekday,Jurong,2017-03-13,2017,March,Monday,Morning,3,0
8067,Chocolate Iced Glazed,2017-03-13 10:56:12,Weekday,Jurong,2017-03-13,2017,March,Monday,Morning,3,0
8068,Original Glazed,2017-03-13 10:58:58,Weekday,Vivo,2017-03-13,2017,March,Monday,Morning,3,0
8068,Glazed Chocolate Cake,2017-03-13 10:58:58,Weekday,Jurong,2017-03-13,2017,March,Monday,Morning,3,0
8068,Chocolate Iced Glazed,2017-03-13 10:58:58,Weekday,Jurong,2017-03-13,2017,March,Monday,Morning,3,0
8068,Chocolate Iced Glazed,2017-03-13 10:58:58,Weekday,Vivo,2017-03-13,2017,March,Monday,Morning,3,0
8069,Original Glazed,2017-03-13 11:01:08,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8069,Original Glazed,2017-03-13 11:01:08,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8070,Original Glazed,2017-03-13 11:10:36,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8070,Original Glazed,2017-03-13 11:10:36,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8071,Original Glazed,2017-03-13 11:26:19,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8071,Original Glazed,2017-03-13 11:26:19,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8071,Chocolate Iced Glazed,2017-03-13 11:26:19,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8072,Original Glazed,2017-03-13 11:30:31,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8073,Glazed Chocolate Cake,2017-03-13 11:34:04,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8074,Original Glazed,2017-03-13 11:39:11,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8074,Glazed Chocolate Cake,2017-03-13 11:39:11,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8074,Glazed Chocolate Cake,2017-03-13 11:39:11,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8075,Glazed Chocolate Cake,2017-03-13 11:45:36,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8075,Glazed Chocolate Cake,2017-03-13 11:45:36,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8075,Glazed Chocolate Cake,2017-03-13 11:45:36,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8075,Original Glazed,2017-03-13 11:45:36,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8077,Original Glazed,2017-03-13 11:57:44,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8078,Glazed Chocolate Cake,2017-03-13 12:03:03,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8078,Chocolate Iced Glazed,2017-03-13 12:03:03,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8079,Original Glazed,2017-03-13 12:03:25,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8080,Drinks,2017-03-13 12:05:56,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8081,Drinks,2017-03-13 12:12:25,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8081,Drinks,2017-03-13 12:12:25,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8082,Original Glazed,2017-03-13 12:14:46,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8083,Original Glazed,2017-03-13 12:24:38,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8083,Original Glazed,2017-03-13 12:24:38,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8083,Glazed Chocolate Cake,2017-03-13 12:24:38,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8083,Glazed Chocolate Cake,2017-03-13 12:24:38,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8084,Original Glazed,2017-03-13 12:31:00,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8084,Glazed Chocolate Cake,2017-03-13 12:31:00,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8085,Glazed Chocolate Cake,2017-03-13 12:49:30,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8086,Original Glazed,2017-03-13 12:51:15,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8087,Glazed Chocolate Cake,2017-03-13 13:03:59,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8087,Glazed Chocolate Cake,2017-03-13 13:03:59,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8087,Original Glazed,2017-03-13 13:03:59,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8088,Glazed Chocolate Cake,2017-03-13 13:14:10,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8088,Original Glazed,2017-03-13 13:14:10,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8089,Drinks,2017-03-13 13:20:14,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8089,Original Glazed,2017-03-13 13:20:14,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8090,Original Glazed,2017-03-13 13:45:09,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8091,Chocolate Iced Glazed,2017-03-13 13:48:38,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8091,Glazed Chocolate Cake,2017-03-13 13:48:38,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8091,Glazed Chocolate Cake,2017-03-13 13:48:38,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8091,Chocolate Iced Glazed,2017-03-13 13:48:38,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8091,Chocolate Iced Glazed,2017-03-13 13:48:38,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8091,Original Glazed,2017-03-13 13:48:38,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8092,Glazed Chocolate Cake,2017-03-13 13:49:47,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8093,Original Glazed,2017-03-13 14:03:20,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8093,Glazed Chocolate Cake,2017-03-13 14:03:20,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8093,Drinks,2017-03-13 14:03:20,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8094,Original Glazed,2017-03-13 14:04:18,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8094,Drinks,2017-03-13 14:04:18,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8094,Glazed Chocolate Cake,2017-03-13 14:04:18,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8095,Glazed Chocolate Cake,2017-03-13 14:11:55,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8096,Original Glazed,2017-03-13 14:12:07,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8097,Glazed Chocolate Cake,2017-03-13 14:14:36,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8097,Original Glazed,2017-03-13 14:14:36,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8098,Glazed Chocolate Cake,2017-03-13 14:27:03,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8098,Original Glazed,2017-03-13 14:27:03,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8099,Original Glazed,2017-03-13 14:27:38,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8099,Glazed Chocolate Cake,2017-03-13 14:27:38,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8100,Chocolate Iced Glazed,2017-03-13 14:46:20,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8100,Glazed Chocolate Cake,2017-03-13 14:46:20,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8101,Glazed Chocolate Cake,2017-03-13 14:46:52,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8102,Glazed Chocolate Cake,2017-03-13 15:37:53,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8103,Glazed Chocolate Cake,2017-03-13 15:39:26,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8103,Original Glazed,2017-03-13 15:39:26,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8103,Drinks,2017-03-13 15:39:26,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8104,Original Glazed,2017-03-13 15:42:46,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8104,Original Glazed,2017-03-13 15:42:46,Weekday,Jurong,2017-03-13,2017,March,Monday,Afternoon,3,0
8104,Glazed Chocolate Cake,2017-03-13 15:42:46,Weekday,Vivo,2017-03-13,2017,March,Monday,Afternoon,3,0
8106,Glazed Chocolate Cake,2017-03-13 16:09:55,Weekday,Vivo,2017-03-13,2017,March,Monday,Evening,3,0
8106,Chocolate Iced Glazed,2017-03-13 16:09:55,Weekday,Vivo,2017-03-13,2017,March,Monday,Evening,3,0
8107,Chocolate Iced Glazed,2017-03-13 16:17:42,Weekday,Jurong,2017-03-13,2017,March,Monday,Evening,3,0
8107,Original Glazed,2017-03-13 16:17:42,Weekday,Jurong,2017-03-13,2017,March,Monday,Evening,3,0
8108,Glazed Chocolate Cake,2017-03-13 16:39:28,Weekday,Jurong,2017-03-13,2017,March,Monday,Evening,3,0
8108,Chocolate Iced Glazed,2017-03-13 16:39:28,Weekday,Vivo,2017-03-13,2017,March,Monday,Evening,3,0
8108,Original Glazed,2017-03-13 16:39:28,Weekday,Jurong,2017-03-13,2017,March,Monday,Evening,3,0
8108,Original Glazed,2017-03-13 16:39:28,Weekday,Jurong,2017-03-13,2017,March,Monday,Evening,3,0
8109,Original Glazed,2017-03-13 17:02:41,Weekday,Vivo,2017-03-13,2017,March,Monday,Evening,3,0
8109,Chocolate Iced Glazed,2017-03-13 17:02:41,Weekday,Jurong,2017-03-13,2017,March,Monday,Evening,3,0
8110,Drinks,2017-03-14 08:26:40,Weekday,Jurong,2017-03-14,2017,March,Tuesday,Morning,3,1
8111,Original Glazed,2017-03-14 08:31:22,Weekday,Vivo,2017-03-14,2017,March,Tuesday,Morning,3,1
8111,Glazed Chocolate Cake,2017-03-14 08:31:22,Weekday,Vivo,2017-03-14,2017,March,Tuesday,Morning,3,1
8111,Glazed Chocolate Cake,2017-03-14 08:31:22,Weekday,Jurong,2017-03-14,2017,March,Tuesday,Morning,3,1
8112,Original Glazed,2017-03-14 09:06:39,Weekday,Jurong,2017-03-14,2017,March,Tuesday,Morning,3,1
8112,Chocolate Iced Glazed,2017-03-14 09:06:39,Weekday,Jurong,2017-03-14,2017,March,Tuesday,Morning,3,1
8113,Original Glazed,2017-03-14 09:17:46,Weekday,Jurong,2017-03-14,2017,March,Tuesday,Morning,3,1
8113,Glazed Chocolate Cake,2017-03-14 09:17:46,Weekday,Vivo,2017-03-14,2017,March,Tuesday,Morning,3,1
8113,Chocolate Iced Glazed,2017-03-14 09:17:46,Weekday,Jurong,2017-03-14,2017,March,Tuesday,Morning,3,1
8114,Original Glazed,2017-03-14 09:35:18,Weekday,Jurong,2017-03-14,2017,March,Tuesday,Morning,3,1
8115,Original Glazed,2017-03-14 09:54:38,Weekday,Jurong,2017-03-14,2017,March,Tuesday,Morning,3,1
8116,Original Glazed,2017-03-14 10:02:29,Weekday,Jurong,2017-03-14,2017,March,Tuesday,Morning,3,1
8116,Drinks,2017-03-14 10:02:29,Weekday,Jurong,2017-03-14,2017,March,Tuesday,Morning,3,1
8117,Original Glazed,2017-03-14 10:11:34,Weekday,Vivo,2017-03-14,2017,March,Tuesday,Morning,3,1
8117,Chocolate Iced Glazed,2017-03-14 10:11:34,Weekday,Vivo,2017-03-14,2017,March,Tuesday,Morning,3,1
8117,Glazed Chocolate Cake,2017-03-14 10:11:34,Weekday,Jurong,2017-03-14,2017,March,Tuesday,Morning,3,1
8118,Glazed Chocolate Cake,2017-03-14 10:16:32,Weekday,Vivo,2017-03-14,2017,March,Tuesday,Morning,3,1
8119,Original Glazed,2017-03-14 10:24:55,Weekday,Jurong,2017-03-14,2017,March,Tuesday,Morning,3,1
8120,Original Glazed,2017-03-14 10:57:47,Weekday,Jurong,2017-03-14,2017,March,Tuesday,Morning,3,1
8120,Original Glazed,2017-03-14 10:57:47,Weekday,Vivo,2017-03-14,2017,March,Tuesday,Morning,3,1
8120,Glazed Chocolate Cake,2017-03-14 10:57:47,Weekday,Vivo,2017-03-14,2017,March,Tuesday,Morning,3,1
8121,Original Glazed,2017-03-14 10:58:42,Weekday,Vivo,2017-03-14,2017,March,Tuesday,Morning,3,1
8121,Chocolate Iced Glazed,2017-03-14 10:58:42,Weekday,Vivo,2017-03-14,2017,March,Tuesday,Morning,3,1
8122,Original Glazed,2017-03-14 10:59:24,Weekday,Vivo,2017-03-14,2017,March,Tuesday,Morning,3,1
8122,Glazed Chocolate Cake,2017-03-14 10:59:24,Weekday,Jurong,2017-03-14,2017,March,Tuesday,Morning,3,1
8123,Original Glazed,2017-03-14 11:06:15,Weekday,Jurong,2017-03-14,2017,March,Tuesday,Afternoon,3,1
8124,Original Glazed,2017-03-14 11:14:41,Weekday,Vivo,2017-03-14,2017,March,Tuesday,Afternoon,3,1
8124,Original Glazed,2017-03-14 11:14:41,Weekday,Jurong,2017-03-14,2017,March,Tuesday,Afternoon,3,1
8124,Chocolate Iced Glazed,2017-03-14 11:14:41,Weekday,Vivo,2017-03-14,2017,March,Tuesday,Afternoon,3,1
